id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival
306390616,KROC,KMEM,2013-08-16 12:14:00,2013-08-16 12:16:00,2013-08-16 14:20:00,2013-08-16 14:13:00
306174177,KSEA,KPHX,2013-08-16 12:14:00,2013-08-16 12:15:00,2013-08-16 14:36:00,2013-08-16 14:37:00
306161954,KOMA,KATL,2013-08-16 12:14:00,2013-08-16 12:17:00,2013-08-16 13:56:00,2013-08-16 14:01:00
306129683,KFSD,KDFW,2013-08-16 12:14:00,2013-08-16 12:02:00,2013-08-16 14:21:00,2013-08-16 13:42:00
306184214,KTUL,KDFW,2013-08-16 12:14:00,2013-08-16 12:05:00,2013-08-16 13:21:00,2013-08-16 12:44:00
306102241,KATL,KPHX,2013-08-16 12:14:00,2013-08-16 12:18:00,2013-08-16 15:51:00,2013-08-16 15:52:00
306106511,KBNA,KPHX,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 15:40:00,2013-08-16 15:34:00
306171871,KRSW,KDFW,2013-08-16 12:14:00,2013-08-16 12:16:00,2013-08-16 14:56:00,2013-08-16 15:02:00
306121127,KDEN,KSTL,2013-08-16 12:14:00,2013-08-16 12:15:00,2013-08-16 13:50:00,2013-08-16 13:52:00
306152820,KMCO,KDFW,2013-08-16 12:14:00,2013-08-16 12:07:00,2013-08-16 14:56:00,2013-08-16 14:30:00
306145599,KLAR,KDEN,2013-08-16 12:14:00,2013-08-16 12:05:00,2013-08-16 12:40:00,2013-08-16 12:38:00
306127254,KEWR,KRSW,2013-08-16 12:14:00,2013-08-16 12:22:00,2013-08-16 14:44:00,2013-08-16 14:59:00
306147640,KLFT,KIAH,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 12:52:00,2013-08-16 12:51:00
306141026,KJFK,KRDU,2013-08-16 12:14:00,2013-08-16 12:24:00,2013-08-16 13:24:00,2013-08-16 13:36:00
306136828,KIAD,KHGR,2013-08-16 12:14:00,2013-08-16 12:32:00,2013-08-16 12:35:00,2013-08-16 12:54:00
306107912,KBOS,KBWI,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 13:15:00,2013-08-16 13:14:00
306121282,KDFW,KBOS,2013-08-16 12:14:00,2013-08-16 14:24:00,2013-08-16 15:24:00,2013-08-16 17:32:00
306390793,KAPA,KGJT,2013-08-16 12:14:00,2013-08-16 12:34:00,2013-08-16 13:23:00,2013-08-16 13:43:00
306138734,KIND,KDTW,2013-08-16 12:14:00,2013-08-16 12:06:00,2013-08-16 12:53:00,2013-08-16 12:47:00
306097400,KABQ,KSLC,2013-08-16 12:14:00,2013-08-16 12:18:00,2013-08-16 13:28:00,2013-08-16 13:36:00
306162031,KOMA,KORD,2013-08-16 12:14:00,2013-08-16 12:05:00,2013-08-16 13:45:00,2013-08-16 13:12:00
306108035,KBOS,KFLL,2013-08-16 12:14:00,2013-08-16 13:23:00,2013-08-16 15:22:00,2013-08-16 16:29:00
306135926,KHOU,KBNA,2013-08-16 12:15:00,2013-08-16 12:13:00,2013-08-16 13:44:00,2013-08-16 13:47:00
306175065,KSGF,KORD,2013-08-16 12:15:00,2013-08-16 12:07:00,2013-08-16 13:50:00,2013-08-16 13:14:00
306121234,KDFW,KATL,2013-08-16 12:15:00,2013-08-16 12:27:00,2013-08-16 13:56:00,2013-08-16 14:05:00
306109621,KBUF,KDCA,2013-08-16 12:15:00,2013-08-16 12:08:00,2013-08-16 13:15:00,2013-08-16 13:03:00
306140810,KJFK,KJAX,2013-08-16 12:15:00,2013-08-16 13:54:00,2013-08-16 14:17:00,2013-08-16 15:48:00
306119177,KDAL,KAMA,2013-08-16 12:15:00,2013-08-16 12:27:00,2013-08-16 13:04:00,2013-08-16 13:28:00
306099174,KALB,KLAS,2013-08-16 12:15:00,2013-08-16 12:10:00,2013-08-16 17:12:00,2013-08-16 17:00:00
306170826,KRDU,KDCA,2013-08-16 12:15:00,2013-08-16 12:07:00,2013-08-16 12:55:00,2013-08-16 12:50:00
306155380,KMIA,KJFK,2013-08-16 12:15:00,2013-08-16 12:13:00,2013-08-16 15:06:00,2013-08-16 14:35:00
306170668,KRAP,KDEN,2013-08-16 12:15:00,2013-08-16 12:11:00,2013-08-16 13:05:00,2013-08-16 13:00:00
306152580,KMCI,KDEN,2013-08-16 12:15:00,2013-08-16 12:17:00,2013-08-16 13:38:00,2013-08-16 13:40:00
306136904,KIAD,KMCI,2013-08-16 12:15:00,2013-08-16 12:23:00,2013-08-16 14:18:00,2013-08-16 14:23:00
306163114,KORD,KMEM,2013-08-16 12:15:00,2013-08-16 12:08:00,2013-08-16 13:45:00,2013-08-16 13:26:00
306126262,KELP,KATL,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 14:55:00,2013-08-16 14:52:00
306139096,KISP,KBWI,2013-08-16 12:15:00,2013-08-16 12:11:00,2013-08-16 13:07:00,2013-08-16 13:01:00
306110168,KBWI,KTPA,2013-08-16 12:15:00,2013-08-16 12:20:00,2013-08-16 14:18:00,2013-08-16 14:21:00
306140587,KJFK,KACK,2013-08-16 12:15:00,2013-08-16 12:08:00,2013-08-16 12:52:00,2013-08-16 12:48:00
306121714,KDFW,KMCI,2013-08-16 12:15:00,2013-08-16 12:06:00,2013-08-16 13:40:00,2013-08-16 13:20:00
306155840,KMKE,KMSP,2013-08-16 12:15:00,2013-08-16 12:10:00,2013-08-16 13:01:00,2013-08-16 12:56:00
306157362,KMSP,KLGA,2013-08-16 12:15:00,2013-08-16 12:12:00,2013-08-16 14:21:00,2013-08-16 14:34:00
306152937,KMCO,KMDT,2013-08-16 12:15:00,2013-08-16 13:14:00,2013-08-16 14:09:00,2013-08-16 15:12:00
306121678,KDFW,KLGA,2013-08-16 12:15:00,2013-08-16 12:38:00,2013-08-16 15:37:00,2013-08-16 15:27:00
306177339,KSLC,KMSP,2013-08-16 12:15:00,2013-08-16 12:16:00,2013-08-16 14:20:00,2013-08-16 14:24:00
306178750,KSTL,KPHL,2013-08-16 12:15:00,2013-08-16 12:08:00,2013-08-16 14:06:00,2013-08-16 13:47:00
306115026,KCLE,KPIT,2013-08-16 12:15:00,2013-08-16 11:52:00,2013-08-16 12:35:00,2013-08-16 12:15:00
306127159,KEWR,KOMA,2013-08-16 12:15:00,2013-08-16 15:17:00,2013-08-16 14:47:00,2013-08-16 17:47:00
306153514,KMDW,KCMH,2013-08-16 12:15:00,2013-08-16 12:05:00,2013-08-16 13:02:00,2013-08-16 12:52:00
306184231,KTUL,KIAH,2013-08-16 12:15:00,2013-08-16 12:07:00,2013-08-16 13:22:00,2013-08-16 13:12:00
306121034,KDEN,KSEA,2013-08-16 12:15:00,2013-08-16 12:14:00,2013-08-16 14:37:00,2013-08-16 14:39:00
306153625,KMDW,KMSP,2013-08-16 12:15:00,2013-08-16 12:35:00,2013-08-16 13:13:00,2013-08-16 13:32:00
306122090,KDFW,KTPA,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 14:15:00,2013-08-16 14:18:00
306390585,KMEM,KVQQ,2013-08-16 12:15:00,2013-08-16 12:02:00,2013-08-16 13:32:00,2013-08-16 13:14:00
306116081,KCMH,KDEN,2013-08-16 12:15:00,2013-08-16 12:09:00,2013-08-16 14:54:00,2013-08-16 14:56:00
306121563,KDFW,KIAH,2013-08-16 12:15:00,2013-08-16 12:03:00,2013-08-16 13:12:00,2013-08-16 12:44:00
306140757,KJFK,KFLL,2013-08-16 12:15:00,2013-08-16 12:19:00,2013-08-16 14:55:00,2013-08-16 14:51:00
306168674,KPNS,KMCO,2013-08-16 12:15:00,2013-08-16 12:08:00,2013-08-16 13:48:00,2013-08-16 13:41:00
306152001,KMAF,KIAH,2013-08-16 12:15:00,2013-08-16 12:29:00,2013-08-16 13:19:00,2013-08-16 13:32:00
306166976,KPHL,KSTL,2013-08-16 12:15:00,2013-08-16 12:23:00,2013-08-16 14:09:00,2013-08-16 14:21:00
306119257,KDAL,KMAF,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 13:02:00,2013-08-16 13:20:00
306137095,KIAH,KAUS,2013-08-16 12:16:00,2013-08-16 12:21:00,2013-08-16 12:43:00,2013-08-16 12:50:00
306131450,KGRR,KDTW,2013-08-16 12:16:00,2013-08-16 12:03:00,2013-08-16 12:43:00,2013-08-16 12:27:00
306136961,KIAD,KPIT,2013-08-16 12:16:00,2013-08-16 13:35:00,2013-08-16 12:52:00,2013-08-16 14:09:00
306172666,KSAT,KDTW,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 14:51:00,2013-08-16 14:48:00
306137450,KIAH,KMEM,2013-08-16 12:16:00,2013-08-16 12:20:00,2013-08-16 13:29:00,2013-08-16 13:30:00
306136693,KIAD,KAUS,2013-08-16 12:16:00,2013-08-16 12:17:00,2013-08-16 15:06:00,2013-08-16 15:06:00
306137207,KIAH,KDAL,2013-08-16 12:16:00,2013-08-16 12:22:00,2013-08-16 12:54:00,2013-08-16 13:05:00
306137640,KIAH,KSAT,2013-08-16 12:16:00,2013-08-16 12:18:00,2013-08-16 12:54:00,2013-08-16 12:54:00
306157383,KMSP,KMCI,2013-08-16 12:16:00,2013-08-16 12:23:00,2013-08-16 13:14:00,2013-08-16 13:20:00
306140588,KJFK,KACK,2013-08-16 12:16:00,2013-08-16 12:59:00,2013-08-16 12:52:00,2013-08-16 13:44:00
306137201,KIAH,KCVG,2013-08-16 12:16:00,2013-08-16 12:09:00,2013-08-16 14:08:00,2013-08-16 14:06:00
306152551,KMCI,KCLT,2013-08-16 12:16:00,2013-08-16 12:15:00,2013-08-16 14:03:00,2013-08-16 14:12:00
306152884,KMCO,KISP,2013-08-16 12:16:00,2013-08-16 12:22:00,2013-08-16 14:26:00,2013-08-16 14:22:00
306136724,KIAD,KBUF,2013-08-16 12:16:00,2013-08-16 12:22:00,2013-08-16 13:24:00,2013-08-16 13:25:00
306136940,KIAD,KOAK,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 17:17:00,2013-08-16 17:14:00
306136737,KIAD,KCHS,2013-08-16 12:16:00,2013-08-16 12:24:00,2013-08-16 13:38:00,2013-08-16 13:56:00
306127751,KGPI,KSLC,2013-08-16 12:16:00,2013-08-16 12:29:00,2013-08-16 13:29:00,2013-08-16 13:43:00
306121536,KDFW,KHOU,2013-08-16 12:16:00,2013-08-16 12:11:00,2013-08-16 13:10:00,2013-08-16 12:54:00
306137472,KIAH,KMFE,2013-08-16 12:16:00,2013-08-16 12:21:00,2013-08-16 13:07:00,2013-08-16 13:12:00
306137028,KIAD,KSTL,2013-08-16 12:16:00,2013-08-16 12:19:00,2013-08-16 13:55:00,2013-08-16 14:06:00
306177215,KSLC,KDFW,2013-08-16 12:16:00,2013-08-16 12:22:00,2013-08-16 14:51:00,2013-08-16 14:26:00
306162524,KORD,KCLE,2013-08-16 12:16:00,2013-08-16 12:35:00,2013-08-16 13:06:00,2013-08-16 13:23:00
306184441,KTVC,KORD,2013-08-16 12:16:00,2013-08-16 12:09:00,2013-08-16 13:14:00,2013-08-16 12:55:00
306120901,KDEN,KORD,2013-08-16 12:16:00,2013-08-16 12:14:00,2013-08-16 14:25:00,2013-08-16 14:12:00
306137395,KIAH,KLFT,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 12:50:00,2013-08-16 12:45:00
306097331,KABQ,KDFW,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:56:00,2013-08-16 13:26:00
306148080,KLGA,KORD,2013-08-16 12:17:00,2013-08-16 12:06:00,2013-08-16 14:39:00,2013-08-16 14:03:00
306141000,KJFK,KPIT,2013-08-16 12:17:00,2013-08-16 12:25:00,2013-08-16 13:14:00,2013-08-16 13:27:00
306147893,KLGA,KDTW,2013-08-16 12:17:00,2013-08-16 12:20:00,2013-08-16 14:04:00,2013-08-16 13:41:00
306157292,KMSP,KIAD,2013-08-16 12:17:00,2013-08-16 12:06:00,2013-08-16 14:17:00,2013-08-16 14:05:00
306106444,KBNA,KLAX,2013-08-16 12:17:00,2013-08-16 12:06:00,2013-08-16 16:28:00,2013-08-16 16:05:00
306168677,KPNS,KMIA,2013-08-16 12:17:00,2013-08-16 12:04:00,2013-08-16 14:01:00,2013-08-16 13:28:00
306170486,KPWM,KLGA,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:11:00,2013-08-16 13:06:00
306147959,KLGA,KJAX,2013-08-16 12:17:00,2013-08-16 12:48:00,2013-08-16 14:17:00,2013-08-16 14:55:00
306148181,KLGA,KTPA,2013-08-16 12:17:00,2013-08-16 12:33:00,2013-08-16 14:40:00,2013-08-16 14:57:00
306184349,KTUP,KATL,2013-08-16 12:17:00,2013-08-16 12:26:00,2013-08-16 13:19:00,2013-08-16 13:39:00
306136792,KIAD,KDTW,2013-08-16 12:17:00,2013-08-16 12:32:00,2013-08-16 13:13:00,2013-08-16 13:33:00
306157420,KMSP,KMKE,2013-08-16 12:17:00,2013-08-16 12:27:00,2013-08-16 13:02:00,2013-08-16 13:17:00
306146792,KLAX,KSFO,2013-08-16 12:17:00,2013-08-16 13:39:00,2013-08-16 13:08:00,2013-08-16 14:37:00
306137345,KIAH,KJAN,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:18:00,2013-08-16 13:12:00
306102288,KATL,KPWM,2013-08-16 12:17:00,2013-08-16 12:21:00,2013-08-16 14:21:00,2013-08-16 14:22:00
306137213,KIAH,KDCA,2013-08-16 12:17:00,2013-08-16 12:37:00,2013-08-16 14:57:00,2013-08-16 15:10:00
306119182,KDAL,KATL,2013-08-16 12:17:00,2013-08-16 12:15:00,2013-08-16 14:06:00,2013-08-16 13:54:00
306137011,KIAD,KSFO,2013-08-16 12:17:00,2013-08-16 12:19:00,2013-08-16 17:20:00,2013-08-16 17:20:00
306148156,KLGA,KRSW,2013-08-16 12:17:00,2013-08-16 12:19:00,2013-08-16 14:57:00,2013-08-16 15:06:00
306390617,KFSD,KMEM,2013-08-16 12:17:00,2013-08-16 12:26:00,2013-08-16 13:51:00,2013-08-16 13:57:00
306134890,KHLN,KGTF,2013-08-16 12:17:00,2013-08-16 12:06:00,2013-08-16 12:32:00,2013-08-16 12:23:00
306110318,KBZN,KSEA,2013-08-16 12:17:00,2013-08-16 12:09:00,2013-08-16 13:56:00,2013-08-16 13:58:00
306124081,KDTW,KACY,2013-08-16 12:18:00,2013-08-16 12:15:00,2013-08-16 13:40:00,2013-08-16 13:26:00
306155110,KMHK,KORD,2013-08-16 12:18:00,2013-08-16 15:09:00,2013-08-16 14:00:00,2013-08-16 16:23:00
306136758,KIAD,KCMH,2013-08-16 12:18:00,2013-08-16 12:24:00,2013-08-16 13:15:00,2013-08-16 13:21:00
306102471,KATL,KTLH,2013-08-16 12:18:00,2013-08-16 12:20:00,2013-08-16 12:58:00,2013-08-16 12:59:00
306136674,KIAD,KALB,2013-08-16 12:18:00,2013-08-16 12:19:00,2013-08-16 13:12:00,2013-08-16 13:12:00
306389913,KLAN,KCVX,2013-08-16 12:18:00,2013-08-16 12:28:00,2013-08-16 12:54:00,2013-08-16 13:02:00
306162026,KOMA,KORD,2013-08-16 12:18:00,2013-08-16 12:12:00,2013-08-16 13:21:00,2013-08-16 13:16:00
306157719,KMSY,KATL,2013-08-16 12:18:00,2013-08-16 12:18:00,2013-08-16 13:25:00,2013-08-16 13:21:00
306390608,KMCI,KHRO,2013-08-16 12:18:00,2013-08-16 12:13:00,2013-08-16 13:10:00,2013-08-16 13:07:00
306137093,KIAH,KATL,2013-08-16 12:18:00,2013-08-16 12:20:00,2013-08-16 13:53:00,2013-08-16 13:52:00
306126156,KEGE,KDEN,2013-08-16 12:18:00,2013-08-16 12:28:00,2013-08-16 12:49:00,2013-08-16 13:04:00
306155308,KMIA,KEWR,2013-08-16 12:18:00,2013-08-16 12:18:00,2013-08-16 14:39:00,2013-08-16 14:44:00
306163139,KORD,KMIA,2013-08-16 12:18:00,2013-08-16 12:12:00,2013-08-16 15:11:00,2013-08-16 14:40:00
306157190,KMSP,KDFW,2013-08-16 12:18:00,2013-08-16 12:09:00,2013-08-16 14:14:00,2013-08-16 14:01:00
306101434,KATL,KCHS,2013-08-16 12:18:00,2013-08-16 12:25:00,2013-08-16 12:59:00,2013-08-16 13:22:00
306162653,KORD,KDCA,2013-08-16 12:18:00,2013-08-16 12:05:00,2013-08-16 13:45:00,2013-08-16 13:29:00
306137520,KIAH,KMSY,2013-08-16 12:18:00,2013-08-16 12:33:00,2013-08-16 13:04:00,2013-08-16 13:15:00
306390342,KTPA,KLWB,2013-08-16 12:18:00,2013-08-16 12:28:00,2013-08-16 14:00:00,2013-08-16 13:57:00
306101799,KATL,KIAH,2013-08-16 12:19:00,2013-08-16 12:30:00,2013-08-16 13:57:00,2013-08-16 14:18:00
306152940,KMCO,KMDW,2013-08-16 12:19:00,2013-08-16 12:21:00,2013-08-16 14:38:00,2013-08-16 14:40:00
306157070,KMSP,KBDL,2013-08-16 12:19:00,2013-08-16 12:24:00,2013-08-16 14:28:00,2013-08-16 14:34:00
306097273,KABI,KDFW,2013-08-16 12:19:00,2013-08-16 12:06:00,2013-08-16 13:15:00,2013-08-16 12:46:00
306183058,KTPA,KATL,2013-08-16 12:19:00,2013-08-16 12:35:00,2013-08-16 13:27:00,2013-08-16 13:49:00
306118967,KCYS,KDEN,2013-08-16 12:19:00,2013-08-16 12:06:00,2013-08-16 12:41:00,2013-08-16 12:29:00
306184430,KTVC,KDTW,2013-08-16 12:19:00,2013-08-16 12:18:00,2013-08-16 12:55:00,2013-08-16 12:58:00
306140147,KJAN,KDFW,2013-08-16 12:19:00,2013-08-16 12:14:00,2013-08-16 13:45:00,2013-08-16 13:28:00
306390852,KOQU,KTOP,2013-08-16 12:19:00,2013-08-16 12:51:00,2013-08-16 15:01:00,2013-08-16 15:40:00
306295405,KAUS,KSJT,2013-08-16 12:19:00,2013-08-16 11:53:00,2013-08-16 13:24:00,2013-08-16 12:57:00
306117085,KCPR,KDEN,2013-08-16 12:19:00,2013-08-16 12:22:00,2013-08-16 13:05:00,2013-08-16 13:00:00
306108168,KBOS,KMIA,2013-08-16 12:19:00,2013-08-16 12:10:00,2013-08-16 15:34:00,2013-08-16 15:05:00
306157299,KMSP,KIAH,2013-08-16 12:19:00,2013-08-16 12:20:00,2013-08-16 14:38:00,2013-08-16 14:47:00
306390698,KMCO,KMIA,2013-08-16 12:19:00,2013-08-16 13:19:00,2013-08-16 13:07:00,2013-08-16 13:56:00
306184250,KTUL,KPHX,2013-08-16 12:19:00,2013-08-16 12:15:00,2013-08-16 14:32:00,2013-08-16 14:28:00
306108207,KBOS,KORD,2013-08-16 12:19:00,2013-08-16 12:35:00,2013-08-16 14:23:00,2013-08-16 14:55:00
306104037,KBDL,KMCO,2013-08-16 12:19:00,2013-08-16 12:21:00,2013-08-16 14:54:00,2013-08-16 14:55:00
306127184,KEWR,KORD,2013-08-16 12:19:00,2013-08-16 12:11:00,2013-08-16 14:25:00,2013-08-16 14:05:00
306108212,KBOS,KORD,2013-08-16 12:19:00,2013-08-16 12:23:00,2013-08-16 14:20:00,2013-08-16 14:30:00
306137444,KIAH,KMCO,2013-08-16 12:19:00,2013-08-16 12:26:00,2013-08-16 14:13:00,2013-08-16 14:18:00
306136847,KIAD,KJAX,2013-08-16 12:19:00,2013-08-16 12:21:00,2013-08-16 13:49:00,2013-08-16 13:50:00
306162980,KORD,KLAX,2013-08-16 12:19:00,2013-08-16 13:18:00,2013-08-16 16:38:00,2013-08-16 17:03:00
306152917,KMCO,KLGA,2013-08-16 12:19:00,2013-08-16 12:18:00,2013-08-16 14:17:00,2013-08-16 14:22:00
306178555,KSTL,KBNA,2013-08-16 12:19:00,2013-08-16 12:13:00,2013-08-16 13:03:00,2013-08-16 12:58:00
306163348,KORD,KRDU,2013-08-16 12:19:00,2013-08-16 12:11:00,2013-08-16 13:59:00,2013-08-16 13:38:00
306108236,KBOS,KPDX,2013-08-16 12:19:00,2013-08-16 13:18:00,2013-08-16 17:43:00,2013-08-16 18:43:00
306102454,KATL,KSTL,2013-08-16 12:20:00,2013-08-16 12:23:00,2013-08-16 13:37:00,2013-08-16 13:39:00
306390850,KBIE,KHSI,2013-08-16 12:20:00,2013-08-16 12:43:00,2013-08-16 12:43:00,2013-08-16 13:17:00
306137418,KIAH,KLIT,2013-08-16 12:20:00,2013-08-16 12:17:00,2013-08-16 13:17:00,2013-08-16 13:13:00
306173391,KSDF,KATL,2013-08-16 12:20:00,2013-08-16 12:28:00,2013-08-16 13:15:00,2013-08-16 13:29:00
306390562,KSAT,KMEM,2013-08-16 12:20:00,2013-08-16 11:57:00,2013-08-16 13:44:00,2013-08-16 13:15:00
306137624,KIAH,KSAN,2013-08-16 12:20:00,2013-08-16 12:25:00,2013-08-16 15:06:00,2013-08-16 15:13:00
306152532,KMCI,KATL,2013-08-16 12:20:00,2013-08-16 12:25:00,2013-08-16 13:49:00,2013-08-16 13:54:00
306152614,KMCI,KIAH,2013-08-16 12:20:00,2013-08-16 12:16:00,2013-08-16 13:53:00,2013-08-16 13:53:00
306137498,KIAH,KMOB,2013-08-16 12:20:00,2013-08-16 12:27:00,2013-08-16 13:23:00,2013-08-16 13:28:00
306136706,KIAD,KBNA,2013-08-16 12:20:00,2013-08-16 13:07:00,2013-08-16 13:41:00,2013-08-16 14:29:00
306137079,KIAH,KATL,2013-08-16 12:20:00,2013-08-16 12:28:00,2013-08-16 14:01:00,2013-08-16 14:03:00
306102595,KATW,KMSP,2013-08-16 12:20:00,2013-08-16 12:13:00,2013-08-16 13:02:00,2013-08-16 12:52:00
306157313,KMSP,KIND,2013-08-16 12:20:00,2013-08-16 12:29:00,2013-08-16 13:30:00,2013-08-16 13:38:00
306152906,KMCO,KLAS,2013-08-16 12:20:00,2013-08-16 12:36:00,2013-08-16 16:52:00,2013-08-16 17:06:00
306167630,KPIE,KGRR,2013-08-16 12:20:00,2013-08-16 12:26:00,2013-08-16 14:33:00,2013-08-16 14:38:00
306390851,KABQ,KFMN,2013-08-16 12:20:00,2013-08-16 12:30:00,2013-08-16 13:15:00,2013-08-16 13:31:00
306157586,KMSP,KSFO,2013-08-16 12:20:00,2013-08-16 13:06:00,2013-08-16 15:56:00,2013-08-16 16:35:00
306157222,KMSP,KDVL,2013-08-16 12:20:00,2013-08-16 12:20:00,2013-08-16 13:34:00,2013-08-16 13:35:00
306109835,KBWI,KABQ,2013-08-16 12:20:00,2013-08-16 12:22:00,2013-08-16 16:06:00,2013-08-16 16:05:00
306155816,KMKE,KLAS,2013-08-16 12:20:00,2013-08-16 12:20:00,2013-08-16 15:42:00,2013-08-16 15:31:00
306155868,KMKE,KPHX,2013-08-16 12:20:00,2013-08-16 12:28:00,2013-08-16 15:31:00,2013-08-16 15:41:00
306102381,KATL,KSDF,2013-08-16 12:20:00,2013-08-16 12:17:00,2013-08-16 13:09:00,2013-08-16 13:10:00
306157506,KMSP,KPHL,2013-08-16 12:20:00,2013-08-16 12:19:00,2013-08-16 14:25:00,2013-08-16 14:22:00
306106522,KBNA,KSTL,2013-08-16 12:20:00,2013-08-16 12:27:00,2013-08-16 13:08:00,2013-08-16 13:14:00
306171828,KRST,KMSP,2013-08-16 12:20:00,2013-08-16 12:04:00,2013-08-16 12:41:00,2013-08-16 12:21:00
306157108,KMSP,KBWI,2013-08-16 12:20:00,2013-08-16 12:29:00,2013-08-16 14:28:00,2013-08-16 14:36:00
306178683,KSTL,KMCI,2013-08-16 12:20:00,2013-08-16 12:15:00,2013-08-16 13:03:00,2013-08-16 12:57:00
306188947,KXNA,KORD,2013-08-16 12:20:00,2013-08-16 12:20:00,2013-08-16 14:00:00,2013-08-16 13:35:00
306121097,KDEN,KSLC,2013-08-16 12:20:00,2013-08-16 12:18:00,2013-08-16 13:19:00,2013-08-16 13:23:00
306390509,KBFM,KGPT,2013-08-16 12:20:00,2013-08-16 12:28:00,2013-08-16 12:34:00,2013-08-16 12:42:00
306137428,KIAH,KMAF,2013-08-16 12:20:00,2013-08-16 12:23:00,2013-08-16 13:24:00,2013-08-16 13:35:00
306136826,KIAD,KGSP,2013-08-16 12:21:00,2013-08-16 12:30:00,2013-08-16 13:23:00,2013-08-16 13:33:00
306171202,KRHI,KMSP,2013-08-16 12:21:00,2013-08-16 12:35:00,2013-08-16 12:54:00,2013-08-16 13:07:00
306114156,KCID,KDFW,2013-08-16 12:21:00,2013-08-16 12:08:00,2013-08-16 14:21:00,2013-08-16 13:51:00
306170885,KRDU,KLGA,2013-08-16 12:21:00,2013-08-16 12:12:00,2013-08-16 13:46:00,2013-08-16 13:16:00
306036305,KJFK,KATL,2013-08-16 12:21:00,2013-08-16 12:30:00,2013-08-16 14:10:00,2013-08-16 14:26:00
306114905,KCLE,KFLL,2013-08-16 12:21:00,2013-08-16 12:19:00,2013-08-16 14:53:00,2013-08-16 14:43:00
306132027,KGTF,KSLC,2013-08-16 12:21:00,2013-08-16 12:21:00,2013-08-16 13:27:00,2013-08-16 13:25:00
306101834,KATL,KJAN,2013-08-16 12:21:00,2013-08-16 12:39:00,2013-08-16 13:19:00,2013-08-16 13:44:00
306390077,KJFK,KPHL,2013-08-16 12:21:00,2013-08-16 11:31:00,2013-08-16 12:54:00,2013-08-16 11:59:00
306102542,KATL,KXNA,2013-08-16 12:21:00,2013-08-16 12:30:00,2013-08-16 13:54:00,2013-08-16 13:55:00
306097384,KABQ,KPHX,2013-08-16 12:21:00,2013-08-16 12:19:00,2013-08-16 13:16:00,2013-08-16 13:15:00
306101859,KATL,KLAS,2013-08-16 12:21:00,2013-08-16 12:26:00,2013-08-16 16:14:00,2013-08-16 16:24:00
306137292,KIAH,KFLL,2013-08-16 12:21:00,2013-08-16 12:24:00,2013-08-16 14:24:00,2013-08-16 14:23:00
306183207,KTPA,KMSP,2013-08-16 12:21:00,2013-08-16 12:19:00,2013-08-16 15:10:00,2013-08-16 15:04:00
306121773,KDFW,KMKE,2013-08-16 12:21:00,2013-08-16 12:15:00,2013-08-16 14:36:00,2013-08-16 14:14:00
306156992,KMSN,KORD,2013-08-16 12:21:00,2013-08-16 12:10:00,2013-08-16 12:44:00,2013-08-16 12:39:00
306101617,KATL,KECP,2013-08-16 12:21:00,2013-08-16 12:27:00,2013-08-16 13:04:00,2013-08-16 13:10:00
306126891,KEWR,KBWI,2013-08-16 12:21:00,2013-08-16 12:29:00,2013-08-16 13:03:00,2013-08-16 13:11:00
306137581,KIAH,KPHL,2013-08-16 12:21:00,2013-08-16 12:24:00,2013-08-16 14:59:00,2013-08-16 15:07:00
306136751,KIAD,KCLT,2013-08-16 12:21:00,2013-08-16 12:23:00,2013-08-16 13:11:00,2013-08-16 13:21:00
306145570,KLAN,KDTW,2013-08-16 12:21:00,2013-08-16 12:17:00,2013-08-16 12:39:00,2013-08-16 12:37:00
306137261,KIAH,KDTW,2013-08-16 12:21:00,2013-08-16 12:24:00,2013-08-16 14:37:00,2013-08-16 14:45:00
306110093,KBWI,KPBI,2013-08-16 12:21:00,2013-08-16 12:25:00,2013-08-16 14:33:00,2013-08-16 14:34:00
306389840,KBWI,KTEB,2013-08-16 12:21:00,2013-08-16 12:13:00,2013-08-16 12:51:00,2013-08-16 12:48:00
306101703,KATL,KGNV,2013-08-16 12:21:00,2013-08-16 12:23:00,2013-08-16 13:10:00,2013-08-16 13:30:00
306136398,KHSV,KORD,2013-08-16 12:21:00,2013-08-16 12:14:00,2013-08-16 14:20:00,2013-08-16 13:38:00
306102520,KATL,KTYS,2013-08-16 12:21:00,2013-08-16 12:21:00,2013-08-16 12:51:00,2013-08-16 12:49:00
306292500,KPBG,KBOS,2013-08-16 12:21:00,2013-08-16 12:21:00,2013-08-16 13:09:00,2013-08-16 13:03:00
