Airport_ICAO_Code,Airport_Name,State,Easting,Northing
KIWI,Wiscasset Airport,Maine,6161958.89189956,2661967.98806562
KSUA,Witham Field,Florida,5011219.65842077,386382.743602485
KOSH,Wittman Regional Airport,Wisconsin,4098392.21215716,2665468.0946188
KGGW,Wokal Field Glasgow International Airport,Montana,2120940.69864754,3333651.87620423
KORH,Worcester Regional Airport,Massachusetts,5925087.25314967,2407811.55965037
KWRL,Worland Municipal Airport,Wyoming,1974641.41180978,2662622.05091668
KFFO,Wright Patterson Air Force Base,Ohio,4592119.72226023,2053283.66331267
KYKM,Yakima Air Terminal McAllister Field,Washington,595637.462782814,3067653.23228075
KHDN,Yampa Valley Airport,Colorado,2054908.35156157,2147142.82939275
KCRW,Yeager Airport,West-Virginia,4860966.96865255,1848243.74008083
KWYS,Yellowstone Airport,Montana,1627837.27981157,2773253.2043297
KCOD,Yellowstone Regional Airport,Wyoming,1857141.30900929,2747382.83214564
KTHV,York Airport,Pennsylvania,5377855.13482173,2066253.45971281
KYNG,Youngstown Warren Regional Airport,Ohio,4961066.08458954,2260026.71268761
KMYV,Yuba County Airport,California,483284.634054908,1949981.67062624
KNYL,Yuma MCAS/Yuma International Airport,Arizona,1245881.11394856,1078538.02096739
KTOA,Zamperini Field,California,836988.007182792,1228673.05738796
KZZV,Zanesville Municipal Airport,Ohio,4828236.10406469,2070166.44255018
