id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival,idif_scheduled_runway_departure
306148191,KLGA,KXNA,2013-08-16 11:35:00,2013-08-16 11:21:00,2013-08-16 14:18:00,2013-08-16 14:01:00,723
306173395,KSDF,KBWI,2013-08-16 11:35:00,2013-08-16 11:39:00,2013-08-16 12:48:00,2013-08-16 12:48:00,723
306104030,KBDL,KFLL,2013-08-16 11:35:00,2013-08-16 11:59:00,2013-08-16 14:29:00,2013-08-16 14:53:00,723
306137358,KIAH,KLAS,2013-08-16 11:35:00,2013-08-16 11:33:00,2013-08-16 14:14:00,2013-08-16 14:21:00,723
306390289,KRDU,KMEM,2013-08-16 11:35:00,2013-08-16 11:27:00,2013-08-16 13:12:00,2013-08-16 13:00:00,723
306108364,KBOS,KSTL,2013-08-16 11:35:00,2013-08-16 11:53:00,2013-08-16 14:14:00,2013-08-16 14:29:00,723
306294880,KFNT,KAPN,2013-08-16 11:35:00,2013-08-16 11:39:00,2013-08-16 12:29:00,2013-08-16 12:11:00,723
306103993,KBDL,KBWI,2013-08-16 11:35:00,2013-08-16 11:30:00,2013-08-16 12:23:00,2013-08-16 12:19:00,723
306161968,KOMA,KDEN,2013-08-16 11:35:00,2013-08-16 11:30:00,2013-08-16 12:49:00,2013-08-16 12:41:00,723
306104962,KBHM,KHOU,2013-08-16 11:35:00,2013-08-16 11:33:00,2013-08-16 12:57:00,2013-08-16 13:03:00,723
306124213,KDTW,KCLT,2013-08-16 11:35:00,2013-08-16 11:35:00,2013-08-16 12:53:00,2013-08-16 12:55:00,723
306170945,KRDU,KTPA,2013-08-16 11:35:00,2013-08-16 11:33:00,2013-08-16 13:07:00,2013-08-16 12:58:00,723
306137566,KIAH,KORD,2013-08-16 11:35:00,2013-08-16 11:47:00,2013-08-16 14:05:00,2013-08-16 13:48:00,723
306101783,KATL,KIAD,2013-08-16 11:35:00,2013-08-16 11:45:00,2013-08-16 12:57:00,2013-08-16 12:56:00,723
306108286,KBOS,KPVC,2013-08-16 11:35:00,2013-08-16 11:35:00,2013-08-16 11:50:00,2013-08-16 11:57:00,723
306152772,KMCO,KBWI,2013-08-16 11:35:00,2013-08-16 11:37:00,2013-08-16 13:27:00,2013-08-16 13:18:00,723
306131410,KGRK,KATL,2013-08-16 11:35:00,2013-08-16 11:31:00,2013-08-16 13:25:00,2013-08-16 13:17:00,723
306389469,KSWF,KEWR,2013-08-16 11:35:00,2013-08-16 11:18:00,2013-08-16 12:02:00,2013-08-16 11:34:00,723
306119284,KDAL,KSAT,2013-08-16 11:35:00,2013-08-16 11:35:00,2013-08-16 12:21:00,2013-08-16 12:18:00,723
306124466,KDTW,KMDW,2013-08-16 11:35:00,2013-08-16 12:07:00,2013-08-16 12:19:00,2013-08-16 12:53:00,723
306166908,KPHL,KPWM,2013-08-16 11:35:00,2013-08-16 11:32:00,2013-08-16 12:39:00,2013-08-16 12:33:00,723
306109902,KBWI,KBUF,2013-08-16 11:35:00,2013-08-16 11:37:00,2013-08-16 12:24:00,2013-08-16 12:26:00,723
306124566,KDTW,KPHL,2013-08-16 11:35:00,2013-08-16 11:38:00,2013-08-16 12:42:00,2013-08-16 12:53:00,723
306388187,KLBB,KELP,2013-08-16 11:35:00,2013-08-16 11:22:00,2013-08-16 12:21:00,2013-08-16 12:08:00,723
306101871,KATL,KLAX,2013-08-16 11:35:00,2013-08-16 11:36:00,2013-08-16 15:46:00,2013-08-16 15:37:00,723
306115784,KCLT,KPHL,2013-08-16 11:35:00,2013-08-16 11:37:00,2013-08-16 12:41:00,2013-08-16 12:50:00,723
306172640,KSAT,KDAL,2013-08-16 11:35:00,2013-08-16 11:33:00,2013-08-16 12:16:00,2013-08-16 12:18:00,723
306116116,KCMH,KLAS,2013-08-16 11:35:00,2013-08-16 11:30:00,2013-08-16 15:40:00,2013-08-16 15:20:00,723
306101599,KATL,KDTW,2013-08-16 11:36:00,2013-08-16 11:38:00,2013-08-16 13:02:00,2013-08-16 13:04:00,724
306156060,KMLI,KDFW,2013-08-16 11:36:00,2013-08-16 11:29:00,2013-08-16 13:40:00,2013-08-16 13:07:00,724
306163478,KORD,KSLC,2013-08-16 11:36:00,2013-08-16 21:02:00,2013-08-16 14:27:00,2013-08-16 23:39:00,724
306389861,KIAD,KOSU,2013-08-16 11:36:00,2013-08-16 12:29:00,2013-08-16 12:30:00,2013-08-16 13:08:00,724
306391113,KTYS,KBHM,2013-08-16 11:36:00,2013-08-16 12:08:00,2013-08-16 12:46:00,2013-08-16 12:53:00,724
306166418,KPHF,KCLT,2013-08-16 11:36:00,2013-08-16 11:36:00,2013-08-16 12:28:00,2013-08-16 12:42:00,724
306166899,KPHL,KPVD,2013-08-16 11:36:00,2013-08-16 11:41:00,2013-08-16 12:35:00,2013-08-16 12:40:00,724
306156062,KMLI,KDTW,2013-08-16 11:36:00,2013-08-16 11:26:00,2013-08-16 12:40:00,2013-08-16 12:26:00,724
306389449,KJFK,KBCT,2013-08-16 11:36:00,2013-08-16 12:13:00,2013-08-16 13:54:00,2013-08-16 14:35:00,724
306102022,KATL,KMEM,2013-08-16 11:36:00,2013-08-16 12:56:00,2013-08-16 12:29:00,2013-08-16 13:54:00,724
306163670,KORF,KCLT,2013-08-16 11:36:00,2013-08-16 11:50:00,2013-08-16 12:23:00,2013-08-16 12:50:00,724
306131359,KGPT,KATL,2013-08-16 11:36:00,2013-08-16 11:34:00,2013-08-16 12:32:00,2013-08-16 12:34:00,724
306389781,KMDW,KTVC,2013-08-16 11:36:00,2013-08-16 12:50:00,2013-08-16 12:18:00,2013-08-16 13:33:00,724
306389790,KPKB,KIND,2013-08-16 11:36:00,2013-08-16 12:06:00,2013-08-16 12:24:00,2013-08-16 12:52:00,724
306122608,KDLH,KDTW,2013-08-16 11:36:00,2013-08-16 11:39:00,2013-08-16 12:51:00,2013-08-16 12:54:00,724
306154880,KMFE,KDFW,2013-08-16 11:36:00,2013-08-16 11:34:00,2013-08-16 13:11:00,2013-08-16 12:50:00,724
306155218,KMIA,KBOS,2013-08-16 11:36:00,2013-08-16 12:00:00,2013-08-16 14:43:00,2013-08-16 14:49:00,724
306097794,KACY,KMCO,2013-08-16 11:37:00,2013-08-16 11:45:00,2013-08-16 13:38:00,2013-08-16 13:46:00,725
306171302,KRIC,KMIA,2013-08-16 11:37:00,2013-08-16 11:34:00,2013-08-16 14:01:00,2013-08-16 13:39:00,725
306390714,KOPF,KILM,2013-08-16 11:37:00,2013-08-16 12:01:00,2013-08-16 12:58:00,2013-08-16 13:16:00,725
306138724,KIND,KDFW,2013-08-16 11:37:00,2013-08-16 11:27:00,2013-08-16 13:56:00,2013-08-16 13:40:00,725
306119881,KDCA,KSLC,2013-08-16 11:37:00,2013-08-16 11:48:00,2013-08-16 15:31:00,2013-08-16 15:46:00,725
306124592,KDTW,KPIT,2013-08-16 11:37:00,2013-08-16 11:44:00,2013-08-16 12:12:00,2013-08-16 12:22:00,725
306131470,KGRR,KMSP,2013-08-16 11:37:00,2013-08-16 11:41:00,2013-08-16 12:37:00,2013-08-16 12:41:00,725
306128354,KFLL,KBWI,2013-08-16 11:37:00,2013-08-16 11:58:00,2013-08-16 13:44:00,2013-08-16 13:55:00,725
306124381,KDTW,KIND,2013-08-16 11:37:00,2013-08-16 11:43:00,2013-08-16 12:19:00,2013-08-16 12:26:00,725
306162717,KORD,KDSM,2013-08-16 11:37:00,2013-08-16 11:36:00,2013-08-16 12:22:00,2013-08-16 12:29:00,725
306156616,KMOT,KMSP,2013-08-16 11:37:00,2013-08-16 11:42:00,2013-08-16 12:42:00,2013-08-16 12:54:00,725
306116158,KCMH,KORD,2013-08-16 11:37:00,2013-08-16 11:39:00,2013-08-16 12:48:00,2013-08-16 12:26:00,725
306129677,KFSD,KDEN,2013-08-16 11:37:00,2013-08-16 11:40:00,2013-08-16 12:45:00,2013-08-16 12:50:00,725
306101478,KATL,KCMH,2013-08-16 11:37:00,2013-08-16 11:49:00,2013-08-16 12:45:00,2013-08-16 12:50:00,725
306153004,KMCO,KPHX,2013-08-16 11:37:00,2013-08-16 12:04:00,2013-08-16 15:31:00,2013-08-16 16:08:00,725
306390055,KMSP,KDLH,2013-08-16 11:37:00,2013-08-16 12:07:00,2013-08-16 12:16:00,2013-08-16 12:43:00,725
306124082,KDTW,KALB,2013-08-16 11:38:00,2013-08-16 11:40:00,2013-08-16 12:45:00,2013-08-16 12:47:00,726
306153633,KMDW,KMSP,2013-08-16 11:38:00,2013-08-16 11:30:00,2013-08-16 12:35:00,2013-08-16 12:27:00,726
306115371,KCLT,KDCA,2013-08-16 11:38:00,2013-08-16 11:34:00,2013-08-16 12:32:00,2013-08-16 12:26:00,726
306166836,KPHL,KMYR,2013-08-16 11:38:00,2013-08-16 11:31:00,2013-08-16 12:47:00,2013-08-16 12:44:00,726
306114853,KCLE,KCLT,2013-08-16 11:38:00,2013-08-16 11:39:00,2013-08-16 12:52:00,2013-08-16 12:53:00,726
306115240,KCLT,KBHM,2013-08-16 11:38:00,2013-08-16 11:41:00,2013-08-16 12:40:00,2013-08-16 12:46:00,726
306107370,KBOI,KSFO,2013-08-16 11:38:00,2013-08-16 11:39:00,2013-08-16 12:57:00,2013-08-16 13:36:00,726
306166676,KPHL,KGSO,2013-08-16 11:38:00,2013-08-16 11:40:00,2013-08-16 12:41:00,2013-08-16 12:39:00,726
306294886,KMKE,KIMT,2013-08-16 11:38:00,2013-08-16 11:37:00,2013-08-16 12:53:00,2013-08-16 12:48:00,726
306110155,KBWI,KSLC,2013-08-16 11:38:00,2013-08-16 11:38:00,2013-08-16 15:34:00,2013-08-16 15:37:00,726
306106311,KBMI,KATL,2013-08-16 11:38:00,2013-08-16 11:35:00,2013-08-16 12:53:00,2013-08-16 13:00:00,726
306110405,KCAE,KPHL,2013-08-16 11:38:00,2013-08-16 11:25:00,2013-08-16 12:53:00,2013-08-16 12:36:00,726
306102947,KAUS,KMSP,2013-08-16 11:38:00,2013-08-16 11:38:00,2013-08-16 14:11:00,2013-08-16 14:01:00,726
306124181,KDTW,KBWI,2013-08-16 11:38:00,2013-08-16 11:36:00,2013-08-16 12:41:00,2013-08-16 12:52:00,726
306124349,KDTW,KGSP,2013-08-16 11:38:00,2013-08-16 11:39:00,2013-08-16 12:54:00,2013-08-16 12:55:00,726
306390490,KEWR,KMEM,2013-08-16 11:38:00,2013-08-16 11:33:00,2013-08-16 13:46:00,2013-08-16 13:39:00,726
306389799,KMKE,KCMX,2013-08-16 11:38:00,2013-08-16 11:45:00,2013-08-16 13:26:00,2013-08-16 13:28:00,726
306183064,KTPA,KATL,2013-08-16 11:38:00,2013-08-16 12:04:00,2013-08-16 12:46:00,2013-08-16 13:09:00,726
306138289,KICT,KDEN,2013-08-16 11:38:00,2013-08-16 11:39:00,2013-08-16 12:48:00,2013-08-16 12:50:00,726
306121879,KDFW,KPHL,2013-08-16 11:38:00,2013-08-16 11:40:00,2013-08-16 14:24:00,2013-08-16 14:24:00,726
306114073,KCHS,KATL,2013-08-16 11:38:00,2013-08-16 11:41:00,2013-08-16 12:26:00,2013-08-16 12:43:00,726
306390351,KCHS,KBNA,2013-08-16 11:38:00,2013-08-16 15:46:00,2013-08-16 12:44:00,2013-08-16 16:51:00,726
306115355,KCLT,KCVG,2013-08-16 11:38:00,2013-08-16 12:27:00,2013-08-16 12:50:00,2013-08-16 13:26:00,726
306121888,KDFW,KPHL,2013-08-16 11:38:00,2013-08-16 11:37:00,2013-08-16 14:42:00,2013-08-16 14:18:00,726
306390594,KOMA,KBIE,2013-08-16 11:38:00,2013-08-16 11:40:00,2013-08-16 12:02:00,2013-08-16 12:06:00,726
306121730,KDFW,KMCO,2013-08-16 11:38:00,2013-08-16 11:31:00,2013-08-16 14:08:00,2013-08-16 13:36:00,726
306115512,KCLT,KIAD,2013-08-16 11:39:00,2013-08-16 11:40:00,2013-08-16 12:41:00,2013-08-16 16:08:00,727
306098707,KAIA,KBFF,2013-08-16 11:39:00,2013-08-16 11:35:00,2013-08-16 11:50:00,2013-08-16 11:59:00,727
306166564,KPHL,KCLE,2013-08-16 11:39:00,2013-08-16 11:44:00,2013-08-16 12:38:00,2013-08-16 12:45:00,727
306101633,KATL,KEWR,2013-08-16 11:39:00,2013-08-16 11:49:00,2013-08-16 13:13:00,2013-08-16 13:25:00,727
306295097,KROC,KELM,2013-08-16 11:39:00,2013-08-16 13:15:00,2013-08-16 12:14:00,2013-08-16 13:47:00,727
306115362,KCLT,KDAY,2013-08-16 11:39:00,2013-08-16 11:47:00,2013-08-16 12:47:00,2013-08-16 12:50:00,727
306166588,KPHL,KCMH,2013-08-16 11:39:00,2013-08-16 11:43:00,2013-08-16 12:44:00,2013-08-16 12:47:00,727
306167796,KPIT,KPHX,2013-08-16 11:39:00,2013-08-16 11:36:00,2013-08-16 15:40:00,2013-08-16 15:32:00,727
306389933,KSAT,KLRD,2013-08-16 11:39:00,2013-08-16 11:26:00,2013-08-16 12:07:00,2013-08-16 11:50:00,727
306166436,KPHL,KALB,2013-08-16 11:39:00,2013-08-16 11:36:00,2013-08-16 12:41:00,2013-08-16 12:36:00,727
306184431,KTVC,KMSP,2013-08-16 11:39:00,2013-08-16 11:40:00,2013-08-16 12:35:00,2013-08-16 12:36:00,727
306163289,KORD,KPHL,2013-08-16 11:39:00,2013-08-16 11:30:00,2013-08-16 13:24:00,2013-08-16 13:02:00,727
306155474,KMIA,KMSP,2013-08-16 11:39:00,2013-08-16 11:42:00,2013-08-16 15:00:00,2013-08-16 15:02:00,727
306167703,KPIT,KDFW,2013-08-16 11:39:00,2013-08-16 11:44:00,2013-08-16 14:31:00,2013-08-16 14:19:00,727
306109697,KBUF,KTPA,2013-08-16 11:39:00,2013-08-16 11:37:00,2013-08-16 14:03:00,2013-08-16 14:00:00,727
306390370,KCLE,KLCK,2013-08-16 11:39:00,2013-08-16 11:34:00,2013-08-16 12:08:00,2013-08-16 11:58:00,727
306390604,KMBS,KAPN,2013-08-16 11:39:00,2013-08-16 11:04:00,2013-08-16 12:15:00,2013-08-16 11:42:00,727
306171672,KROC,KMDW,2013-08-16 11:39:00,2013-08-16 11:32:00,2013-08-16 13:01:00,2013-08-16 12:54:00,727
306187132,KVPS,KATL,2013-08-16 11:39:00,2013-08-16 11:55:00,2013-08-16 12:25:00,2013-08-16 12:39:00,727
306101468,KATL,KCLT,2013-08-16 11:39:00,2013-08-16 12:00:00,2013-08-16 12:22:00,2013-08-16 12:39:00,727
306124621,KDTW,KRIC,2013-08-16 11:39:00,2013-08-16 11:48:00,2013-08-16 12:47:00,2013-08-16 12:58:00,727
306172619,KSAT,KATL,2013-08-16 11:39:00,2013-08-16 11:43:00,2013-08-16 13:36:00,2013-08-16 13:29:00,727
306152911,KMCO,KLAX,2013-08-16 11:39:00,2013-08-16 11:35:00,2013-08-16 16:16:00,2013-08-16 16:16:00,727
306153502,KMDW,KCLE,2013-08-16 11:39:00,2013-08-16 11:37:00,2013-08-16 12:27:00,2013-08-16 12:27:00,727
306124361,KDTW,KIAD,2013-08-16 11:39:00,2013-08-16 11:47:00,2013-08-16 12:43:00,2013-08-16 12:50:00,727
306135955,KHOU,KDAL,2013-08-16 11:39:00,2013-08-16 11:35:00,2013-08-16 12:18:00,2013-08-16 12:20:00,727
306105285,KBIS,KDEN,2013-08-16 11:39:00,2013-08-16 11:37:00,2013-08-16 12:55:00,2013-08-16 12:52:00,727
306166459,KPHL,KATL,2013-08-16 11:39:00,2013-08-16 11:38:00,2013-08-16 13:19:00,2013-08-16 13:23:00,727
306166835,KPHL,KMYR,2013-08-16 11:39:00,2013-08-16 11:37:00,2013-08-16 12:53:00,2013-08-16 12:50:00,727
306123981,KDSM,KDTW,2013-08-16 11:39:00,2013-08-16 11:31:00,2013-08-16 12:57:00,2013-08-16 12:49:00,727
306121631,KDFW,KLAX,2013-08-16 11:40:00,2013-08-16 11:46:00,2013-08-16 14:24:00,2013-08-16 14:38:00,728
306183692,KTRI,KATL,2013-08-16 11:40:00,2013-08-16 11:49:00,2013-08-16 12:17:00,2013-08-16 12:38:00,728
306119657,KDCA,KHPN,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:37:00,2013-08-16 12:45:00,728
306157738,KMSY,KDAL,2013-08-16 11:40:00,2013-08-16 11:33:00,2013-08-16 12:44:00,2013-08-16 12:43:00,728
306389788,KPBI,KPWM,2013-08-16 11:40:00,2013-08-16 12:29:00,2013-08-16 14:25:00,2013-08-16 15:12:00,728
306102854,KAUS,KDAL,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:18:00,2013-08-16 12:22:00,728
306390656,KCHS,KCVG,2013-08-16 11:40:00,2013-08-16 12:19:00,2013-08-16 13:15:00,2013-08-16 13:39:00,728
306138526,KILG,KMDW,2013-08-16 11:40:00,2013-08-16 11:35:00,2013-08-16 13:18:00,2013-08-16 13:13:00,728
306114953,KCLE,KLGA,2013-08-16 11:40:00,2013-08-16 12:02:00,2013-08-16 12:45:00,2013-08-16 13:11:00,728
306157415,KMSP,KMIA,2013-08-16 11:40:00,2013-08-16 11:43:00,2013-08-16 15:04:00,2013-08-16 14:51:00,728
306157053,KMSP,KATL,2013-08-16 11:40:00,2013-08-16 12:09:00,2013-08-16 13:36:00,2013-08-16 14:10:00,728
306138771,KIND,KMCI,2013-08-16 11:40:00,2013-08-16 11:36:00,2013-08-16 12:49:00,2013-08-16 12:48:00,728
306178677,KSTL,KLGA,2013-08-16 11:40:00,2013-08-16 11:34:00,2013-08-16 13:34:00,2013-08-16 13:29:00,728
306390335,KPIE,KPBG,2013-08-16 11:40:00,2013-08-16 11:33:00,2013-08-16 14:16:00,2013-08-16 14:07:00,728
306127274,KEWR,KSFO,2013-08-16 11:40:00,2013-08-16 11:38:00,2013-08-16 17:10:00,2013-08-16 17:07:00,728
306106365,KBNA,KCLT,2013-08-16 11:40:00,2013-08-16 11:45:00,2013-08-16 12:37:00,2013-08-16 12:48:00,728
306124543,KDTW,KORD,2013-08-16 11:40:00,2013-08-16 12:47:00,2013-08-16 12:22:00,2013-08-16 13:29:00,728
306099148,KALB,KBWI,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:30:00,2013-08-16 12:29:00,728
306152898,KMCO,KJFK,2013-08-16 11:40:00,2013-08-16 11:45:00,2013-08-16 13:37:00,2013-08-16 13:47:00,728
306152538,KMCI,KBNA,2013-08-16 11:40:00,2013-08-16 11:37:00,2013-08-16 12:49:00,2013-08-16 12:47:00,728
306148105,KLGA,KPHL,2013-08-16 11:40:00,2013-08-16 11:57:00,2013-08-16 12:13:00,2013-08-16 12:28:00,728
306390321,KPNS,KBFM,2013-08-16 11:40:00,2013-08-16 11:32:00,2013-08-16 11:53:00,2013-08-16 11:46:00,728
306141366,KJLN,KDFW,2013-08-16 11:40:00,2013-08-16 12:21:00,2013-08-16 12:54:00,2013-08-16 13:14:00,728
306119219,KDAL,KHOU,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:26:00,2013-08-16 12:23:00,728
306390639,KDFW,KSPS,2013-08-16 11:40:00,2013-08-16 11:37:00,2013-08-16 12:14:00,2013-08-16 12:15:00,728
306102306,KATL,KRIC,2013-08-16 11:40:00,2013-08-16 11:47:00,2013-08-16 12:44:00,2013-08-16 12:48:00,728
306126845,KEWR,KBDL,2013-08-16 11:40:00,2013-08-16 11:58:00,2013-08-16 12:02:00,2013-08-16 12:22:00,728
306131393,KGRB,KORD,2013-08-16 11:40:00,2013-08-16 13:01:00,2013-08-16 12:50:00,2013-08-16 13:32:00,728
306153717,KMDW,KSTL,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:25:00,2013-08-16 12:24:00,728
306163018,KORD,KLGA,2013-08-16 11:40:00,2013-08-16 11:32:00,2013-08-16 13:17:00,2013-08-16 13:18:00,728
306387170,KPIT,KUNV,2013-08-16 11:40:00,2013-08-16 11:40:00,2013-08-16 12:30:00,2013-08-16 12:15:00,728
306157824,KMSY,KORD,2013-08-16 11:40:00,2013-08-16 11:31:00,2013-08-16 13:42:00,2013-08-16 13:37:00,728
306390623,KMKE,KMRJ,2013-08-16 11:40:00,2013-08-16 11:50:00,2013-08-16 12:10:00,2013-08-16 12:20:00,728
306119300,KDAL,KSTL,2013-08-16 11:40:00,2013-08-16 11:51:00,2013-08-16 12:59:00,2013-08-16 13:08:00,728
306136375,KHSV,KATL,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:07:00,2013-08-16 12:12:00,728
306390640,KDFW,KTYR,2013-08-16 11:40:00,2013-08-16 11:44:00,2013-08-16 12:13:00,2013-08-16 12:23:00,728
306108253,KBOS,KPHL,2013-08-16 11:40:00,2013-08-16 11:50:00,2013-08-16 12:39:00,2013-08-16 12:51:00,728
306389881,KBWI,KJFK,2013-08-16 11:40:00,2013-08-16 11:40:00,2013-08-16 12:10:00,2013-08-16 12:24:00,728
306103008,KAVL,KDTW,2013-08-16 11:40:00,2013-08-16 11:37:00,2013-08-16 13:05:00,2013-08-16 12:49:00,728
306390605,KGLR,KCIU,2013-08-16 11:40:00,2013-08-16 12:12:00,2013-08-16 12:08:00,2013-08-16 12:46:00,728
306391079,KMKE,KIMT,2013-08-16 11:40:00,2013-08-16 11:55:00,2013-08-16 12:43:00,2013-08-16 13:04:00,728
306161786,KOKC,KDAL,2013-08-16 11:40:00,2013-08-16 11:40:00,2013-08-16 12:14:00,2013-08-16 12:17:00,728
306122013,KDFW,KSFO,2013-08-16 11:40:00,2013-08-16 11:44:00,2013-08-16 15:31:00,2013-08-16 15:22:00,728
306097345,KABQ,KIAH,2013-08-16 11:40:00,2013-08-16 11:33:00,2013-08-16 13:21:00,2013-08-16 13:07:00,728
306166914,KPHL,KRDU,2013-08-16 11:40:00,2013-08-16 11:39:00,2013-08-16 12:39:00,2013-08-16 12:39:00,728
306152583,KMCI,KDEN,2013-08-16 11:40:00,2013-08-16 11:36:00,2013-08-16 13:07:00,2013-08-16 12:54:00,728
306390603,KMKG,KCAD,2013-08-16 11:40:00,2013-08-16 11:33:00,2013-08-16 12:08:00,2013-08-16 12:02:00,728
306141073,KJFK,KSEA,2013-08-16 11:40:00,2013-08-16 11:47:00,2013-08-16 16:41:00,2013-08-16 16:56:00,728
306153664,KMDW,KPHL,2013-08-16 11:40:00,2013-08-16 11:40:00,2013-08-16 13:12:00,2013-08-16 13:12:00,728
306295213,KSAT,KDRT,2013-08-16 11:40:00,2013-08-16 11:30:00,2013-08-16 12:36:00,2013-08-16 12:22:00,728
306156116,KMLU,KDFW,2013-08-16 11:40:00,2013-08-16 11:38:00,2013-08-16 12:49:00,2013-08-16 12:31:00,728
306124515,KDTW,KMSP,2013-08-16 11:40:00,2013-08-16 11:53:00,2013-08-16 13:00:00,2013-08-16 13:09:00,728
306161792,KOKC,KDEN,2013-08-16 11:40:00,2013-08-16 11:36:00,2013-08-16 13:00:00,2013-08-16 12:56:00,728
306390324,KPDX,KBOI,2013-08-16 11:40:00,2013-08-16 11:30:00,2013-08-16 13:37:00,2013-08-16 13:13:00,728
306119529,KDCA,KBOS,2013-08-16 11:40:00,2013-08-16 11:36:00,2013-08-16 12:39:00,2013-08-16 12:36:00,728
306102106,KATL,KMSP,2013-08-16 11:40:00,2013-08-16 11:48:00,2013-08-16 13:37:00,2013-08-16 13:47:00,728
306184168,KTTN,KMCO,2013-08-16 11:40:00,2013-08-16 11:28:00,2013-08-16 13:58:00,2013-08-16 13:43:00,728
306155034,KMGM,KATL,2013-08-16 11:40:00,2013-08-16 11:44:00,2013-08-16 12:12:00,2013-08-16 12:16:00,728
306390848,KRFD,KPTK,2013-08-16 11:40:00,2013-08-16 11:30:00,2013-08-16 12:26:00,2013-08-16 12:11:00,728
306115295,KCLT,KCAK,2013-08-16 11:40:00,2013-08-16 11:37:00,2013-08-16 12:50:00,2013-08-16 12:36:00,728
306110665,KCAK,KMDW,2013-08-16 11:40:00,2013-08-16 11:55:00,2013-08-16 12:33:00,2013-08-16 12:51:00,728
306388362,KMVY,KBOS,2013-08-16 11:40:00,2013-08-16 11:47:00,2013-08-16 12:08:00,2013-08-16 12:22:00,728
306128714,KFNT,KATL,2013-08-16 11:40:00,2013-08-16 11:36:00,2013-08-16 13:20:00,2013-08-16 13:20:00,728
306163249,KORD,KOMA,2013-08-16 11:41:00,2013-08-16 11:41:00,2013-08-16 12:42:00,2013-08-16 12:38:00,729
306101338,KATL,KBOS,2013-08-16 11:41:00,2013-08-16 11:37:00,2013-08-16 13:34:00,2013-08-16 13:34:00,729
306107967,KBOS,KDCA,2013-08-16 11:41:00,2013-08-16 11:40:00,2013-08-16 12:54:00,2013-08-16 12:49:00,729
306127290,KEWR,KSFO,2013-08-16 11:41:00,2013-08-16 11:41:00,2013-08-16 17:06:00,2013-08-16 17:03:00,729
306170894,KRDU,KLGA,2013-08-16 11:41:00,2013-08-16 12:08:00,2013-08-16 12:41:00,2013-08-16 13:14:00,729
306390670,KAEG,KASE,2013-08-16 11:41:00,2013-08-16 12:27:00,2013-08-16 12:32:00,2013-08-16 13:24:00,729
306152667,KMCI,KORD,2013-08-16 11:41:00,2013-08-16 11:43:00,2013-08-16 13:09:00,2013-08-16 12:46:00,729
306166637,KPHL,KDTW,2013-08-16 11:41:00,2013-08-16 12:58:00,2013-08-16 12:53:00,2013-08-16 14:13:00,729
306390628,KFSD,KISN,2013-08-16 11:41:00,2013-08-16 11:47:00,2013-08-16 13:29:00,2013-08-16 13:32:00,729
306166793,KPHL,KMDW,2013-08-16 11:41:00,2013-08-16 11:33:00,2013-08-16 13:18:00,2013-08-16 13:11:00,729
306101665,KATL,KFLL,2013-08-16 11:41:00,2013-08-16 11:45:00,2013-08-16 13:10:00,2013-08-16 13:08:00,729
306390642,KIAH,KVCT,2013-08-16 11:41:00,2013-08-16 11:59:00,2013-08-16 12:24:00,2013-08-16 12:41:00,729
306131929,KGSO,KDTW,2013-08-16 11:41:00,2013-08-16 11:53:00,2013-08-16 12:51:00,2013-08-16 13:08:00,729
306114086,KCHS,KBWI,2013-08-16 11:41:00,2013-08-16 11:38:00,2013-08-16 12:56:00,2013-08-16 12:44:00,729
306104029,KBDL,KFLL,2013-08-16 11:41:00,2013-08-16 11:35:00,2013-08-16 14:40:00,2013-08-16 14:32:00,729
306101390,KATL,KBWI,2013-08-16 11:41:00,2013-08-16 11:44:00,2013-08-16 13:03:00,2013-08-16 13:00:00,729
306126899,KEWR,KCHS,2013-08-16 11:41:00,2013-08-16 11:45:00,2013-08-16 13:17:00,2013-08-16 13:32:00,729
306292222,KPDX,KBFI,2013-08-16 11:41:00,2013-08-16 12:39:00,2013-08-16 12:14:00,2013-08-16 13:19:00,729
306390736,KMKE,KDLL,2013-08-16 11:41:00,2013-08-16 11:49:00,2013-08-16 12:07:00,2013-08-16 12:16:00,729
306115588,KCLT,KLEX,2013-08-16 11:41:00,2013-08-16 11:38:00,2013-08-16 12:39:00,2013-08-16 12:25:00,729
306390400,KLAX,KMEM,2013-08-16 11:41:00,2013-08-16 11:41:00,2013-08-16 14:51:00,2013-08-16 14:44:00,729
306167602,KPIA,KATL,2013-08-16 11:41:00,2013-08-16 11:41:00,2013-08-16 13:02:00,2013-08-16 13:06:00,729
306114990,KCLE,KMSP,2013-08-16 11:42:00,2013-08-16 11:57:00,2013-08-16 13:19:00,2013-08-16 13:27:00,730
306127036,KEWR,KIAH,2013-08-16 11:42:00,2013-08-16 12:02:00,2013-08-16 14:46:00,2013-08-16 15:05:00,730
306390432,KATL,KMEM,2013-08-16 11:42:00,2013-08-16 11:16:00,2013-08-16 12:42:00,2013-08-16 12:09:00,730
