id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival,idif_actual_runway_departure,idif_actual_runway_arrival
306139096,KISP,KBWI,2013-08-16 12:15:00,2013-08-16 12:11:00,2013-08-16 13:07:00,2013-08-16 13:01:00,759,809
306170668,KRAP,KDEN,2013-08-16 12:15:00,2013-08-16 12:11:00,2013-08-16 13:05:00,2013-08-16 13:00:00,759,808
306157575,KMSP,KSEA,2013-08-16 12:10:00,2013-08-16 12:11:00,2013-08-16 15:04:00,2013-08-16 15:13:00,759,941
306097785,KACV,KSMF,2013-08-16 12:07:00,2013-08-16 12:11:00,2013-08-16 13:04:00,2013-08-16 12:59:00,759,807
306166783,KPHL,KMCO,2013-08-16 12:12:00,2013-08-16 12:11:00,2013-08-16 14:16:00,2013-08-16 14:13:00,759,881
306152981,KMCO,KORD,2013-08-16 12:14:00,2013-08-16 12:11:00,2013-08-16 15:04:00,2013-08-16 14:34:00,759,902
306102249,KATL,KPHX,2013-08-16 12:06:00,2013-08-16 12:11:00,2013-08-16 15:41:00,2013-08-16 15:50:00,759,978
306107357,KBOI,KPDX,2013-08-16 12:07:00,2013-08-16 12:11:00,2013-08-16 13:10:00,2013-08-16 13:19:00,759,827
306390778,KMSY,KMEM,2013-08-16 12:41:00,2013-08-16 12:11:00,2013-08-16 13:33:00,2013-08-16 13:06:00,759,814
306131941,KGSO,KMIA,2013-08-16 12:22:00,2013-08-16 12:11:00,2013-08-16 14:22:00,2013-08-16 13:59:00,759,867
306106450,KBNA,KLGA,2013-08-16 12:13:00,2013-08-16 12:11:00,2013-08-16 13:53:00,2013-08-16 13:52:00,759,860
306136940,KIAD,KOAK,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 17:17:00,2013-08-16 17:14:00,760,1062
306115651,KCLT,KMDW,2013-08-16 12:05:00,2013-08-16 12:12:00,2013-08-16 13:39:00,2013-08-16 13:35:00,760,843
306162768,KORD,KEWR,2013-08-16 12:10:00,2013-08-16 12:12:00,2013-08-16 13:40:00,2013-08-16 13:47:00,760,855
306390822,KDEN,KDDC,2013-08-16 11:23:00,2013-08-16 12:12:00,2013-08-16 12:24:00,2013-08-16 13:43:00,760,851
306137395,KIAH,KLFT,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 12:50:00,2013-08-16 12:45:00,760,793
306119269,KDAL,KMSY,2013-08-16 12:10:00,2013-08-16 12:12:00,2013-08-16 13:15:00,2013-08-16 13:12:00,760,820
306188913,KXNA,KATL,2013-08-16 12:13:00,2013-08-16 12:12:00,2013-08-16 13:43:00,2013-08-16 13:39:00,760,847
306174375,KSFB,KXNA,2013-08-16 12:10:00,2013-08-16 12:12:00,2013-08-16 14:22:00,2013-08-16 14:24:00,760,892
306147838,KLGA,KDCA,2013-08-16 12:10:00,2013-08-16 12:12:00,2013-08-16 12:56:00,2013-08-16 12:54:00,760,802
306163139,KORD,KMIA,2013-08-16 12:18:00,2013-08-16 12:12:00,2013-08-16 15:11:00,2013-08-16 14:40:00,760,908
306389961,KLEX,KBDL,2013-08-16 12:36:00,2013-08-16 12:12:00,2013-08-16 13:59:00,2013-08-16 13:34:00,760,842
306115251,KCLT,KBOS,2013-08-16 12:06:00,2013-08-16 12:12:00,2013-08-16 13:42:00,2013-08-16 13:46:00,760,854
306162026,KOMA,KORD,2013-08-16 12:18:00,2013-08-16 12:12:00,2013-08-16 13:21:00,2013-08-16 13:16:00,760,824
306115579,KCLT,KLAX,2013-08-16 11:55:00,2013-08-16 12:12:00,2013-08-16 16:30:00,2013-08-16 16:34:00,760,1022
306155313,KMIA,KEYW,2013-08-16 12:07:00,2013-08-16 12:12:00,2013-08-16 12:45:00,2013-08-16 12:40:00,760,788
306170885,KRDU,KLGA,2013-08-16 12:21:00,2013-08-16 12:12:00,2013-08-16 13:46:00,2013-08-16 13:16:00,760,824
306169800,KPVD,KCLT,2013-08-16 12:08:00,2013-08-16 12:12:00,2013-08-16 13:45:00,2013-08-16 14:03:00,760,871
306116114,KCMH,KJFK,2013-08-16 12:23:00,2013-08-16 12:12:00,2013-08-16 13:58:00,2013-08-16 13:35:00,760,843
306116733,KCOS,KIAD,2013-08-16 12:08:00,2013-08-16 12:12:00,2013-08-16 15:04:00,2013-08-16 15:20:00,760,948
306106511,KBNA,KPHX,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 15:40:00,2013-08-16 15:34:00,760,962
306148027,KLGA,KMSY,2013-08-16 12:09:00,2013-08-16 12:12:00,2013-08-16 14:45:00,2013-08-16 15:07:00,760,935
306390605,KGLR,KCIU,2013-08-16 11:40:00,2013-08-16 12:12:00,2013-08-16 12:08:00,2013-08-16 12:46:00,760,794
306128382,KFLL,KDFW,2013-08-16 12:08:00,2013-08-16 12:12:00,2013-08-16 14:36:00,2013-08-16 15:00:00,760,928
306152664,KMCI,KORD,2013-08-16 12:13:00,2013-08-16 12:12:00,2013-08-16 13:12:00,2013-08-16 13:17:00,760,825
306157362,KMSP,KLGA,2013-08-16 12:15:00,2013-08-16 12:12:00,2013-08-16 14:21:00,2013-08-16 14:34:00,760,902
306114094,KCHS,KCLT,2013-08-16 11:45:00,2013-08-16 12:12:00,2013-08-16 12:24:00,2013-08-16 12:52:00,760,800
306177303,KSLC,KLAX,2013-08-16 12:08:00,2013-08-16 12:12:00,2013-08-16 13:38:00,2013-08-16 13:45:00,760,853
306172666,KSAT,KDTW,2013-08-16 12:16:00,2013-08-16 12:12:00,2013-08-16 14:51:00,2013-08-16 14:48:00,760,916
306107912,KBOS,KBWI,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 13:15:00,2013-08-16 13:14:00,760,822
306147640,KLFT,KIAH,2013-08-16 12:14:00,2013-08-16 12:12:00,2013-08-16 12:52:00,2013-08-16 12:51:00,760,799
306157011,KMSO,KMSP,2013-08-16 12:10:00,2013-08-16 12:13:00,2013-08-16 14:13:00,2013-08-16 14:22:00,761,890
306109846,KBWI,KATL,2013-08-16 11:51:00,2013-08-16 12:13:00,2013-08-16 13:20:00,2013-08-16 13:49:00,761,857
306123994,KDSM,KMSP,2013-08-16 12:08:00,2013-08-16 12:13:00,2013-08-16 12:49:00,2013-08-16 12:57:00,761,805
306390758,KALB,KTEB,2013-08-16 12:03:00,2013-08-16 12:13:00,2013-08-16 12:30:00,2013-08-16 12:43:00,761,791
306171893,KRSW,KLGA,2013-08-16 12:10:00,2013-08-16 12:13:00,2013-08-16 14:28:00,2013-08-16 14:47:00,761,915
306155380,KMIA,KJFK,2013-08-16 12:15:00,2013-08-16 12:13:00,2013-08-16 15:06:00,2013-08-16 14:35:00,761,903
306128497,KFLL,KORD,2013-08-16 12:07:00,2013-08-16 12:13:00,2013-08-16 15:02:00,2013-08-16 14:50:00,761,918
306295267,KEWR,KBOS,2013-08-16 12:26:00,2013-08-16 12:13:00,2013-08-16 13:46:00,2013-08-16 13:29:00,761,837
306115858,KCLT,KSAN,2013-08-16 12:06:00,2013-08-16 12:13:00,2013-08-16 16:33:00,2013-08-16 16:34:00,761,1022
306157535,KMSP,KRDU,2013-08-16 12:10:00,2013-08-16 12:13:00,2013-08-16 14:19:00,2013-08-16 14:21:00,761,889
306148183,KLGA,KTPA,2013-08-16 12:03:00,2013-08-16 12:13:00,2013-08-16 14:29:00,2013-08-16 14:39:00,761,907
306178555,KSTL,KBNA,2013-08-16 12:19:00,2013-08-16 12:13:00,2013-08-16 13:03:00,2013-08-16 12:58:00,761,806
306101973,KATL,KMCO,2013-08-16 12:05:00,2013-08-16 12:13:00,2013-08-16 13:10:00,2013-08-16 13:10:00,761,818
306389840,KBWI,KTEB,2013-08-16 12:21:00,2013-08-16 12:13:00,2013-08-16 12:51:00,2013-08-16 12:48:00,761,796
306155991,KMLB,KCLT,2013-08-16 12:30:00,2013-08-16 12:13:00,2013-08-16 13:57:00,2013-08-16 13:30:00,761,838
306116096,KCMH,KDTW,2013-08-16 12:09:00,2013-08-16 12:13:00,2013-08-16 12:41:00,2013-08-16 12:54:00,761,802
306389449,KJFK,KBCT,2013-08-16 11:36:00,2013-08-16 12:13:00,2013-08-16 13:54:00,2013-08-16 14:35:00,761,903
306135926,KHOU,KBNA,2013-08-16 12:15:00,2013-08-16 12:13:00,2013-08-16 13:44:00,2013-08-16 13:47:00,761,855
306390608,KMCI,KHRO,2013-08-16 12:18:00,2013-08-16 12:13:00,2013-08-16 13:10:00,2013-08-16 13:07:00,761,815
306108021,KBOS,KEWR,2013-08-16 11:53:00,2013-08-16 12:13:00,2013-08-16 12:48:00,2013-08-16 13:01:00,761,809
306104972,KBHM,KMDW,2013-08-16 12:13:00,2013-08-16 12:13:00,2013-08-16 13:40:00,2013-08-16 13:40:00,761,848
306388180,KSLC,KBOI,2013-08-16 11:42:00,2013-08-16 12:13:00,2013-08-16 12:27:00,2013-08-16 12:59:00,761,807
306102595,KATW,KMSP,2013-08-16 12:20:00,2013-08-16 12:13:00,2013-08-16 13:02:00,2013-08-16 12:52:00,761,800
306171241,KRIC,KATL,2013-08-16 11:56:00,2013-08-16 12:13:00,2013-08-16 13:13:00,2013-08-16 13:39:00,761,847
306136948,KIAD,KORD,2013-08-16 12:12:00,2013-08-16 12:13:00,2013-08-16 13:37:00,2013-08-16 13:33:00,761,841
306120939,KDEN,KPHX,2013-08-16 12:10:00,2013-08-16 12:13:00,2013-08-16 13:39:00,2013-08-16 13:42:00,761,850
306178131,KSPI,KDFW,2013-08-16 12:09:00,2013-08-16 12:13:00,2013-08-16 14:05:00,2013-08-16 13:48:00,761,856
306127693,KFAT,KSFO,2013-08-16 12:08:00,2013-08-16 12:13:00,2013-08-16 12:41:00,2013-08-16 13:29:00,761,837
306158938,KMYR,KFLL,2013-08-16 12:13:00,2013-08-16 12:13:00,2013-08-16 13:50:00,2013-08-16 13:40:00,761,848
306154977,KMFR,KSFO,2013-08-16 12:10:00,2013-08-16 12:14:00,2013-08-16 13:26:00,2013-08-16 13:46:00,762,854
306137345,KIAH,KJAN,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:18:00,2013-08-16 13:12:00,762,820
306170486,KPWM,KLGA,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:11:00,2013-08-16 13:06:00,762,814
306152748,KMCO,KBNA,2013-08-16 12:10:00,2013-08-16 12:14:00,2013-08-16 13:40:00,2013-08-16 13:48:00,762,856
306136968,KIAD,KPVD,2013-08-16 12:11:00,2013-08-16 12:14:00,2013-08-16 13:02:00,2013-08-16 13:11:00,762,819
306390573,KMHT,KMEM,2013-08-16 12:13:00,2013-08-16 12:14:00,2013-08-16 14:52:00,2013-08-16 14:46:00,762,914
306097331,KABQ,KDFW,2013-08-16 12:17:00,2013-08-16 12:14:00,2013-08-16 13:56:00,2013-08-16 13:26:00,762,834
306120901,KDEN,KORD,2013-08-16 12:16:00,2013-08-16 12:14:00,2013-08-16 14:25:00,2013-08-16 14:12:00,762,880
306162481,KORD,KBWI,2013-08-16 11:44:00,2013-08-16 12:14:00,2013-08-16 13:26:00,2013-08-16 13:47:00,762,855
306163437,KORD,KSFO,2013-08-16 12:10:00,2013-08-16 12:14:00,2013-08-16 16:06:00,2013-08-16 16:12:00,762,1000
306110098,KBWI,KPHL,2013-08-16 12:11:00,2013-08-16 12:14:00,2013-08-16 12:44:00,2013-08-16 12:46:00,762,794
306148020,KLGA,KMSP,2013-08-16 12:10:00,2013-08-16 12:14:00,2013-08-16 14:26:00,2013-08-16 14:32:00,762,900
306295070,KPWM,KPQI,2013-08-16 11:51:00,2013-08-16 12:14:00,2013-08-16 13:15:00,2013-08-16 12:57:00,762,805
306121034,KDEN,KSEA,2013-08-16 12:15:00,2013-08-16 12:14:00,2013-08-16 14:37:00,2013-08-16 14:39:00,762,907
306390540,KEWR,KIAD,2013-08-16 12:26:00,2013-08-16 12:14:00,2013-08-16 13:56:00,2013-08-16 13:41:00,762,849
306174374,KSFB,KTYS,2013-08-16 12:22:00,2013-08-16 12:14:00,2013-08-16 13:35:00,2013-08-16 13:25:00,762,833
306115641,KCLT,KMCO,2013-08-16 12:01:00,2013-08-16 12:14:00,2013-08-16 13:11:00,2013-08-16 13:23:00,762,831
306390019,KAVP,KALB,2013-08-16 11:05:00,2013-08-16 12:14:00,2013-08-16 11:42:00,2013-08-16 12:47:00,762,795
306152844,KMCO,KEWR,2013-08-16 12:03:00,2013-08-16 12:14:00,2013-08-16 14:02:00,2013-08-16 14:16:00,762,884
306127648,KFAR,KMSP,2013-08-16 12:09:00,2013-08-16 12:14:00,2013-08-16 12:44:00,2013-08-16 12:54:00,762,802
306137709,KIAH,KTUL,2013-08-16 12:23:00,2013-08-16 12:14:00,2013-08-16 13:28:00,2013-08-16 13:22:00,762,830
306121997,KDFW,KSFO,2013-08-16 12:10:00,2013-08-16 12:14:00,2013-08-16 15:33:00,2013-08-16 15:41:00,762,969
306115329,KCLT,KCLE,2013-08-16 12:04:00,2013-08-16 12:14:00,2013-08-16 13:15:00,2013-08-16 13:20:00,762,828
306140147,KJAN,KDFW,2013-08-16 12:19:00,2013-08-16 12:14:00,2013-08-16 13:45:00,2013-08-16 13:28:00,762,836
306171310,KRIC,KORD,2013-08-16 12:05:00,2013-08-16 12:14:00,2013-08-16 13:38:00,2013-08-16 13:43:00,762,851
306136398,KHSV,KORD,2013-08-16 12:21:00,2013-08-16 12:14:00,2013-08-16 14:20:00,2013-08-16 13:38:00,762,846
306119576,KDCA,KCLT,2013-08-16 12:05:00,2013-08-16 12:14:00,2013-08-16 12:59:00,2013-08-16 13:16:00,762,824
306157353,KMSP,KLAX,2013-08-16 12:07:00,2013-08-16 12:14:00,2013-08-16 15:22:00,2013-08-16 15:20:00,762,948
306156121,KMLU,KIAH,2013-08-16 12:07:00,2013-08-16 12:14:00,2013-08-16 12:53:00,2013-08-16 12:58:00,762,806
306173455,KSDF,KORD,2013-08-16 12:13:00,2013-08-16 12:15:00,2013-08-16 13:06:00,2013-08-16 13:09:00,763,817
306121773,KDFW,KMKE,2013-08-16 12:21:00,2013-08-16 12:15:00,2013-08-16 14:36:00,2013-08-16 14:14:00,763,882
306140762,KJFK,KFLL,2013-08-16 12:10:00,2013-08-16 12:15:00,2013-08-16 14:46:00,2013-08-16 14:40:00,763,908
306124081,KDTW,KACY,2013-08-16 12:18:00,2013-08-16 12:15:00,2013-08-16 13:40:00,2013-08-16 13:26:00,763,834
306390467,KBGM,KBUF,2013-08-16 12:10:00,2013-08-16 12:15:00,2013-08-16 12:46:00,2013-08-16 12:49:00,763,797
306150786,KLSE,KDTW,2013-08-16 12:09:00,2013-08-16 12:15:00,2013-08-16 13:11:00,2013-08-16 13:20:00,763,828
306119182,KDAL,KATL,2013-08-16 12:17:00,2013-08-16 12:15:00,2013-08-16 14:06:00,2013-08-16 13:54:00,763,862
306178683,KSTL,KMCI,2013-08-16 12:20:00,2013-08-16 12:15:00,2013-08-16 13:03:00,2013-08-16 12:57:00,763,805
306099159,KALB,KDCA,2013-08-16 12:05:00,2013-08-16 12:15:00,2013-08-16 13:09:00,2013-08-16 13:21:00,763,829
306115192,KCLT,KATL,2013-08-16 11:26:00,2013-08-16 12:15:00,2013-08-16 12:11:00,2013-08-16 13:09:00,763,817
306390853,KPHX,KBUR,2013-08-16 12:10:00,2013-08-16 12:15:00,2013-08-16 14:09:00,2013-08-16 14:08:00,763,876
306106347,KBNA,KATL,2013-08-16 11:42:00,2013-08-16 12:15:00,2013-08-16 12:17:00,2013-08-16 12:57:00,763,805
306104778,KBGR,KLGA,2013-08-16 12:10:00,2013-08-16 12:15:00,2013-08-16 13:17:00,2013-08-16 13:25:00,763,833
306152796,KMCO,KCVG,2013-08-16 12:09:00,2013-08-16 12:15:00,2013-08-16 13:56:00,2013-08-16 13:55:00,763,863
306121127,KDEN,KSTL,2013-08-16 12:14:00,2013-08-16 12:15:00,2013-08-16 13:50:00,2013-08-16 13:52:00,763,860
306115286,KCLT,KCAE,2013-08-16 11:45:00,2013-08-16 12:15:00,2013-08-16 12:09:00,2013-08-16 12:34:00,763,782
306166669,KPHL,KFLL,2013-08-16 12:05:00,2013-08-16 12:15:00,2013-08-16 14:24:00,2013-08-16 14:38:00,763,906
306110000,KBWI,KIAH,2013-08-16 11:29:00,2013-08-16 12:15:00,2013-08-16 14:13:00,2013-08-16 14:53:00,763,921
306184250,KTUL,KPHX,2013-08-16 12:19:00,2013-08-16 12:15:00,2013-08-16 14:32:00,2013-08-16 14:28:00,763,896
306109631,KBUF,KDTW,2013-08-16 12:13:00,2013-08-16 12:15:00,2013-08-16 12:53:00,2013-08-16 13:00:00,763,808
306174177,KSEA,KPHX,2013-08-16 12:14:00,2013-08-16 12:15:00,2013-08-16 14:36:00,2013-08-16 14:37:00,763,905
306119791,KDCA,KORD,2013-08-16 12:10:00,2013-08-16 12:15:00,2013-08-16 14:10:00,2013-08-16 13:48:00,763,856
306148091,KLGA,KPBI,2013-08-16 12:05:00,2013-08-16 12:15:00,2013-08-16 14:25:00,2013-08-16 14:44:00,763,912
306170882,KRDU,KLAX,2013-08-16 11:31:00,2013-08-16 12:15:00,2013-08-16 16:13:00,2013-08-16 16:52:00,763,1040
306390673,KAUS,KDFW,2013-08-16 16:06:00,2013-08-16 12:15:00,2013-08-16 17:16:00,2013-08-16 13:01:00,763,809
306152551,KMCI,KCLT,2013-08-16 12:16:00,2013-08-16 12:15:00,2013-08-16 14:03:00,2013-08-16 14:12:00,763,880
306161836,KOKC,KMSP,2013-08-16 12:22:00,2013-08-16 12:16:00,2013-08-16 14:17:00,2013-08-16 13:54:00,764,862
306114996,KCLE,KORD,2013-08-16 12:26:00,2013-08-16 12:16:00,2013-08-16 13:45:00,2013-08-16 13:06:00,764,814
306175278,KSGU,KSLC,2013-08-16 12:23:00,2013-08-16 12:16:00,2013-08-16 13:12:00,2013-08-16 13:04:00,764,812
306157194,KMSP,KDFW,2013-08-16 12:22:00,2013-08-16 12:16:00,2013-08-16 14:46:00,2013-08-16 14:16:00,764,884
306390817,KIAD,KFAY,2013-08-16 12:14:00,2013-08-16 12:16:00,2013-08-16 13:27:00,2013-08-16 13:20:00,764,828
306147824,KLGA,KDCA,2013-08-16 12:09:00,2013-08-16 12:16:00,2013-08-16 12:55:00,2013-08-16 13:00:00,764,808
306171871,KRSW,KDFW,2013-08-16 12:14:00,2013-08-16 12:16:00,2013-08-16 14:56:00,2013-08-16 15:02:00,764,930
306390616,KROC,KMEM,2013-08-16 12:14:00,2013-08-16 12:16:00,2013-08-16 14:20:00,2013-08-16 14:13:00,764,881
306177339,KSLC,KMSP,2013-08-16 12:15:00,2013-08-16 12:16:00,2013-08-16 14:20:00,2013-08-16 14:24:00,764,892
306121375,KDFW,KCRP,2013-08-16 12:31:00,2013-08-16 12:16:00,2013-08-16 13:28:00,2013-08-16 13:09:00,764,817
306390543,KTPA,KMEM,2013-08-16 12:13:00,2013-08-16 12:16:00,2013-08-16 13:42:00,2013-08-16 13:45:00,764,853
306390840,KGFK,KBIS,2013-08-16 12:41:00,2013-08-16 12:16:00,2013-08-16 13:53:00,2013-08-16 13:31:00,764,839
306104001,KBDL,KCLT,2013-08-16 12:10:00,2013-08-16 12:16:00,2013-08-16 13:41:00,2013-08-16 14:20:00,764,888
306166446,KPHL,KATL,2013-08-16 11:51:00,2013-08-16 12:16:00,2013-08-16 13:34:00,2013-08-16 14:04:00,764,872
306140948,KJFK,KMSY,2013-08-16 12:10:00,2013-08-16 12:16:00,2013-08-16 14:54:00,2013-08-16 15:05:00,764,933
306130777,KGJT,KDEN,2013-08-16 12:10:00,2013-08-16 12:16:00,2013-08-16 12:54:00,2013-08-16 13:10:00,764,818
306391111,KBDL,KCLE,2013-08-16 12:30:00,2013-08-16 12:16:00,2013-08-16 14:37:00,2013-08-16 14:12:00,764,880
306152614,KMCI,KIAH,2013-08-16 12:20:00,2013-08-16 12:16:00,2013-08-16 13:53:00,2013-08-16 13:53:00,764,861
306152580,KMCI,KDEN,2013-08-16 12:15:00,2013-08-16 12:17:00,2013-08-16 13:38:00,2013-08-16 13:40:00,765,848
306104053,KBDL,KORD,2013-08-16 12:26:00,2013-08-16 12:17:00,2013-08-16 14:59:00,2013-08-16 14:13:00,765,881
306390675,KCPR,KBOI,2013-08-16 12:08:00,2013-08-16 12:17:00,2013-08-16 13:17:00,2013-08-16 13:37:00,765,845
306102381,KATL,KSDF,2013-08-16 12:20:00,2013-08-16 12:17:00,2013-08-16 13:09:00,2013-08-16 13:10:00,765,818
306137418,KIAH,KLIT,2013-08-16 12:20:00,2013-08-16 12:17:00,2013-08-16 13:17:00,2013-08-16 13:13:00,765,821
306127311,KEWR,KSTL,2013-08-16 12:11:00,2013-08-16 12:17:00,2013-08-16 14:14:00,2013-08-16 14:25:00,765,893
306390680,KSTL,KMCI,2013-08-16 12:00:00,2013-08-16 12:17:00,2013-08-16 12:41:00,2013-08-16 13:00:00,765,808
306126872,KEWR,KBOS,2013-08-16 12:13:00,2013-08-16 12:17:00,2013-08-16 12:49:00,2013-08-16 13:00:00,765,808
306127742,KGPI,KMSP,2013-08-16 12:08:00,2013-08-16 12:17:00,2013-08-16 14:14:00,2013-08-16 14:28:00,765,896
306107969,KBOS,KDCA,2013-08-16 12:08:00,2013-08-16 12:17:00,2013-08-16 13:21:00,2013-08-16 13:27:00,765,835
306161954,KOMA,KATL,2013-08-16 12:14:00,2013-08-16 12:17:00,2013-08-16 13:56:00,2013-08-16 14:01:00,765,869
306109637,KBUF,KEWR,2013-08-16 12:29:00,2013-08-16 12:17:00,2013-08-16 13:25:00,2013-08-16 13:05:00,765,813
306157592,KMSP,KSLC,2013-08-16 12:13:00,2013-08-16 12:17:00,2013-08-16 14:24:00,2013-08-16 14:27:00,765,895
306390767,KSHV,KMEM,2013-08-16 12:38:00,2013-08-16 12:17:00,2013-08-16 13:19:00,2013-08-16 12:59:00,765,807
306390794,KDEN,KBFF,2013-08-16 12:10:00,2013-08-16 12:17:00,2013-08-16 12:48:00,2013-08-16 13:03:00,765,811
306157004,KMSO,KDEN,2013-08-16 12:11:00,2013-08-16 12:17:00,2013-08-16 13:44:00,2013-08-16 13:58:00,765,866
306116183,KCMI,KDFW,2013-08-16 12:05:00,2013-08-16 12:17:00,2013-08-16 14:05:00,2013-08-16 13:56:00,765,864
306166857,KPHL,KORD,2013-08-16 11:52:00,2013-08-16 12:17:00,2013-08-16 13:28:00,2013-08-16 13:52:00,765,860
306120366,KDEN,KATL,2013-08-16 12:11:00,2013-08-16 12:17:00,2013-08-16 14:32:00,2013-08-16 14:38:00,765,906
306147856,KLGA,KDEN,2013-08-16 12:10:00,2013-08-16 12:17:00,2013-08-16 15:32:00,2013-08-16 15:46:00,765,974
306136693,KIAD,KAUS,2013-08-16 12:16:00,2013-08-16 12:17:00,2013-08-16 15:06:00,2013-08-16 15:06:00,765,934
306152508,KMBL,KMDW,2013-08-16 12:25:00,2013-08-16 12:17:00,2013-08-16 13:14:00,2013-08-16 13:07:00,765,815
306115806,KCLT,KPIT,2013-08-16 12:06:00,2013-08-16 12:17:00,2013-08-16 13:08:00,2013-08-16 13:12:00,765,820
306145570,KLAN,KDTW,2013-08-16 12:21:00,2013-08-16 12:17:00,2013-08-16 12:39:00,2013-08-16 12:37:00,765,785
306102999,KAVL,KCLT,2013-08-16 12:00:00,2013-08-16 12:17:00,2013-08-16 12:28:00,2013-08-16 12:50:00,765,798
306128663,KFMN,KDEN,2013-08-16 12:13:00,2013-08-16 12:17:00,2013-08-16 13:17:00,2013-08-16 13:33:00,765,841
306157843,KMTJ,KDEN,2013-08-16 12:10:00,2013-08-16 12:17:00,2013-08-16 12:47:00,2013-08-16 13:07:00,765,815
306104499,KBFF,KDEN,2013-08-16 12:11:00,2013-08-16 12:17:00,2013-08-16 12:44:00,2013-08-16 12:57:00,765,805
306102241,KATL,KPHX,2013-08-16 12:14:00,2013-08-16 12:18:00,2013-08-16 15:51:00,2013-08-16 15:52:00,766,980
306166811,KPHL,KMIA,2013-08-16 11:55:00,2013-08-16 12:18:00,2013-08-16 14:21:00,2013-08-16 14:53:00,766,921
306391251,KPWK,KFLL,2013-08-16 12:10:00,2013-08-16 12:18:00,2013-08-16 15:05:00,2013-08-16 15:04:00,766,932
306391322,KFSD,KDIK,2013-08-16 12:42:00,2013-08-16 12:18:00,2013-08-16 14:38:00,2013-08-16 14:03:00,766,871
306152917,KMCO,KLGA,2013-08-16 12:19:00,2013-08-16 12:18:00,2013-08-16 14:17:00,2013-08-16 14:22:00,766,890
306155308,KMIA,KEWR,2013-08-16 12:18:00,2013-08-16 12:18:00,2013-08-16 14:39:00,2013-08-16 14:44:00,766,912
306184430,KTVC,KDTW,2013-08-16 12:19:00,2013-08-16 12:18:00,2013-08-16 12:55:00,2013-08-16 12:58:00,766,806
306163101,KORD,KMCO,2013-08-16 12:29:00,2013-08-16 12:18:00,2013-08-16 14:55:00,2013-08-16 14:30:00,766,898
306157719,KMSY,KATL,2013-08-16 12:18:00,2013-08-16 12:18:00,2013-08-16 13:25:00,2013-08-16 13:21:00,766,829
306102907,KAUS,KIAD,2013-08-16 12:23:00,2013-08-16 12:18:00,2013-08-16 15:11:00,2013-08-16 14:57:00,766,925
306152675,KMCI,KPHL,2013-08-16 12:08:00,2013-08-16 12:18:00,2013-08-16 14:29:00,2013-08-16 14:38:00,766,906
306137246,KIAH,KDFW,2013-08-16 12:22:00,2013-08-16 12:18:00,2013-08-16 13:03:00,2013-08-16 13:03:00,766,811
306097400,KABQ,KSLC,2013-08-16 12:14:00,2013-08-16 12:18:00,2013-08-16 13:28:00,2013-08-16 13:36:00,766,844
306122090,KDFW,KTPA,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 14:15:00,2013-08-16 14:18:00,766,886
306131917,KGSO,KCLT,2013-08-16 11:58:00,2013-08-16 12:18:00,2013-08-16 12:16:00,2013-08-16 12:48:00,766,796
306126691,KEUG,KPDX,2013-08-16 12:22:00,2013-08-16 12:18:00,2013-08-16 12:45:00,2013-08-16 12:47:00,766,795
306137640,KIAH,KSAT,2013-08-16 12:16:00,2013-08-16 12:18:00,2013-08-16 12:54:00,2013-08-16 12:54:00,766,802
306390583,KBNA,KMEM,2013-08-16 12:03:00,2013-08-16 12:18:00,2013-08-16 12:43:00,2013-08-16 12:55:00,766,803
306126262,KELP,KATL,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 14:55:00,2013-08-16 14:52:00,766,920
306119257,KDAL,KMAF,2013-08-16 12:15:00,2013-08-16 12:18:00,2013-08-16 13:02:00,2013-08-16 13:20:00,766,828
306152969,KMCO,KMSP,2013-08-16 12:12:00,2013-08-16 12:18:00,2013-08-16 15:03:00,2013-08-16 15:08:00,766,936
306161963,KOMA,KCLT,2013-08-16 12:23:00,2013-08-16 12:18:00,2013-08-16 14:24:00,2013-08-16 14:23:00,766,891
306121097,KDEN,KSLC,2013-08-16 12:20:00,2013-08-16 12:18:00,2013-08-16 13:19:00,2013-08-16 13:23:00,766,831
306157405,KMSP,KMDW,2013-08-16 12:11:00,2013-08-16 12:18:00,2013-08-16 13:16:00,2013-08-16 13:30:00,766,838
306161238,KOAJ,KCLT,2013-08-16 11:16:00,2013-08-16 12:19:00,2013-08-16 12:10:00,2013-08-16 13:10:00,767,818
306136674,KIAD,KALB,2013-08-16 12:18:00,2013-08-16 12:19:00,2013-08-16 13:12:00,2013-08-16 13:12:00,767,820
306140757,KJFK,KFLL,2013-08-16 12:15:00,2013-08-16 12:19:00,2013-08-16 14:55:00,2013-08-16 14:51:00,767,919
306148156,KLGA,KRSW,2013-08-16 12:17:00,2013-08-16 12:19:00,2013-08-16 14:57:00,2013-08-16 15:06:00,767,934
